release_date,artist,album,fantano_rating,review_link,number_user_reviews,number_critic_reviews,format,label,genres,producer,website,tracks,features,number_tracks,avg_track_rating,total_length,user_score,critic_score,info_link
"March 6, 2020",Megan Thee Stallion,Suga,50,https://www.youtube.com/watch?v=7Q8tNSIQKBM,567,9,EP,"1501, 300 Entertainment","Trap, Southern Hip Hop","Timbaland, The Neptunes, Jake One, Pop Wansel, Swish, Tommy Brown, J. White Did It, J. Tabb, Helluva, Lil Ju",www.theehottie.com,Ain't Equal [59] (2:24) | Savage [78] (2:35) | Captain Hook [70] (2:56) | Hit My Phone [68] (2:30) | B.I.T.C.H. [61] (3:03) | Rich [56] (1:35) | Stop Playing [54] (2:54) | Crying in the Car [51] (3:12) | What I Need [54] (3:20),NA | NA | NA | Kehlani | NA | NA | Gunna | NA | NA,9,61.22222222222222,Total Length: 24 minutes,60,72,https://www.albumoftheyear.org/album/220867-megan-thee-stallion-suga.php
"February 5, 2013",Grouper,The Man Who Died in His Boat,70,https://www.youtube.com/watch?v=yBGd3VCdqII,231,14,LP,Kranky,Ambient,NA,NA,NA,NA,NA,NA,NA,79,79,https://www.albumoftheyear.org/album/5206-grouper-the-man-who-died-in-his-boat.php
"May 19, 2015",Jim O'Rourke,Simple Songs,60,https://www.youtube.com/watch?v=8B4tHaw6Hb4,131,10,LP,Drag City,Chamber Pop,NA,NA,NA,NA,NA,NA,NA,77,80,https://www.albumoftheyear.org/album/30940-jim-orourke-simple-songs.php
"December 2, 2014",Wu-Tang Clan,A Better Tomorrow,60,https://www.youtube.com/watch?v=ieHgriwZvJ4,87,20,LP,Warner Bros.,"Hip Hop, East Coast Hip Hop, Pop Rap",NA,NA,NA,NA,NA,NA,NA,58,59,https://www.albumoftheyear.org/album/22670-wu-tang-clan-a-better-tomorrow.php
"April 1, 2016",Babyfather,BBF Hosted by DJ Escrow,60,https://www.youtube.com/watch?v=ollymEkLEyk,91,11,LP,Hyperdub,"Hip Hop, Alternative R&B",NA,NA,NA,NA,NA,NA,NA,70,73,https://www.albumoftheyear.org/album/50295-babyfather-bbf-hosted-by-dj-escrow.php
"April 12, 2011",Foo Fighters,Wasting Light,60,https://www.youtube.com/watch?v=IfnHn2hWWzA,427,32,LP,RCA,"Alternative Rock, Post-Grunge, Grunge",NA,NA,Bridge Burning [94] (4:45) | Rope [94] (4:18) | Dear Rosemary [92] (4:25) | White Limo [94] (3:22) | Arlandria [92] (4:27) | These Days [90] (4:57) | Back & Forth [89] (3:51) | A Matter of Time [91] (4:35) | Miss the Misery [83] (4:33) | I Should Have Known [85] (4:15) | Walk [95] (4:17),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,11,90.8181818181818,Total Length: 47 minutes,77,72,https://www.albumoftheyear.org/album/2342-foo-fighters-wasting-light.php
"October 1, 2021",Frontierer,Oxidized,60,https://youtu.be/NkxFwOzxVas,130,2,LP,Blood Blast,"Mathcore, Djent, Glitch",NA,NA,NA,NA,NA,NA,NA,74,68,https://www.albumoftheyear.org/album/390656-frontierer-oxidized.php
"September 1, 2013",Kayo Dot,Hubardo,70,https://www.youtube.com/watch?v=rmE2I04VFX0,26,1,LP,Ice Level,Avant-Garde Metal,NA,NA,NA,NA,NA,NA,NA,73,70,https://www.albumoftheyear.org/album/10000-kayo-dot-hubardo.php
"October 25, 2010",Small Black,New Chain,81,https://www.youtube.com/watch?v=Sf-sXyTE2_8&t=4m25s,20,14,LP,Jagjaguwar,Chillwave,NA,www.small-black.com,NA,NA,NA,NA,NA,70,69,https://www.albumoftheyear.org/album/2146-small-black-new-chain.php
"August 31, 2014",Panopticon,Roads to the North,80,https://www.youtube.com/watch?v=WciHRKHwBuA,73,5,LP,Bindrune Recordings,"Atmospheric Black Metal, Metal",NA,NA,NA,NA,NA,NA,NA,81,81,https://www.albumoftheyear.org/album/18193-panopticon-roads-to-the-north.php
"September 23, 2014",SBTRKT,Wonder Where We Land,50,https://www.youtube.com/watch?v=i92M9lzXQFM,135,31,LP,Young,"Future Garage, Electronic, Wonky",NA,sbtrkt.com,NA,NA,NA,NA,NA,67,72,https://www.albumoftheyear.org/album/17720-sbtrkt-wonder-where-we-land.php
"March 27, 2020",Waxahatchee,Saint Cloud,40,https://www.youtube.com/watch?v=AMKnqlZzRcM,1026,37,LP,Merge,"Alt-Country, Singer-Songwriter",NA,NA,Oxbow [85] (2:53) | Can't Do Much [80] (3:44) | Fire [89] (3:37) | Lilacs [85] (3:15) | The Eye [80] (4:18) | Hell [80] (2:59) | Witches [78] (2:48) | War [79] (3:10) | Arkadelphia [78] (4:50) | Ruby Falls [76] (3:51) | St. Cloud [88] (4:41),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,11,81.63636363636364,Total Length: 40 minutes,73,83,https://www.albumoftheyear.org/album/209583-waxahatchee-saint-cloud.php
"August 17, 2018",Young Thug & Young Stoner Life,Slime Language,50,https://www.youtube.com/watch?v=7Z65GoMcY04,284,7,LP,"YSL, 300 Entertainment","Trap, Southern Hip Hop","Turbo, Bobby Raps, Psymun, London On Da Track, DY, Charlie Handsome, Billboard Hitmakers, Cicero, K Bangerz, Kacey Khaliel, Keyyz, Mattazik, SinGrinch, Smoke Beats, Super, Woodpecker",NA,NA,NA,NA,NA,NA,56,64,https://www.albumoftheyear.org/album/118943-young-thug-young-stoner-life-slime-language.php
"September 24, 2012",John Frusciante,PBX Funicular Intaglio Zone,20,https://www.youtube.com/watch?v=P0RZxerD8m4,31,3,LP,Record Collection,"Synthpop, Art Pop, Experimental Rock",NA,johnfrusciante.com,NA,NA,NA,NA,NA,56,43,https://www.albumoftheyear.org/album/6765-john-frusciante-pbx-funicular-intaglio-zone.php
"March 3, 2010",Gorillaz,Plastic Beach,90,https://www.youtube.com/watch?v=XBc-kA0Ean8,2798,37,LP,"Virgin, Parlophone","Electropop, Art Pop",Gorillaz,NA,Orchestral Intro [84] (1:09) | Welcome To the World of the Plastic Beach [87] (3:35) | White Flag [85] (3:43) | Rhinestone Eyes [96] (3:20) | Stylo [95] (4:30) | Superfast Jellyfish [88] (2:54) | Empire Ants [97] (4:43) | Glitter Freeze [84] (4:03) | Some Kind of Nature [91] (2:59) | On Melancholy Hill [97] (3:53) | Broken [92] (3:17) | Sweepstakes [81] (5:20) | Plastic Beach [92] (3:47) | To Binge [89] (3:55) | Cloud of Unknowing [85] (3:06) | Pirate Jet [86] (2:32),NA | NA | NA | NA | Bobby Womack | De La Soul | NA | NA | NA | NA | NA | NA | NA | NA | Bobby Womack | NA,16,89.3125,Total Length: 56 minutes,86,81,https://www.albumoftheyear.org/album/1298-gorillaz-plastic-beach.php
"February 21, 2012",Pallbearer,Sorrow and Extinction,70,https://www.youtube.com/watch?v=5n5X5kQmnBw,73,7,LP,Profound Lore,"Doom Metal, Metal",NA,pallbearerdoom.com,NA,NA,NA,NA,NA,78,81,https://www.albumoftheyear.org/album/3471-pallbearer-sorrow-and-extinction.php
"May 10, 2019",Mac DeMarco,Here Comes the Cowboy,30,https://www.youtube.com/watch?v=vNw9TGSY1EM,852,33,LP,Mac's Record Label,"Singer-Songwriter, Indie Pop, Soft Rock",Mac DeMarco,macdemarco.bandcamp.com,Here Comes the Cowboy [50] (3:00) | Nobody [75] (3:32) | Finally Alone [72] (2:24) | Little Dogs March [62] (2:29) | Preoccupied [74] (3:59) | Choo Choo [47] (2:39) | K [70] (3:33) | Heart to Heart [73] (3:31) | Hey Cowgirl [61] (2:15) | On the Square [72] (3:29) | All of Our Yesterdays [80] (4:03) | Skyless Moon [66] (4:04) | Baby Bye Bye [70] (7:28),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,13,67.07692307692308,Total Length: 46 minutes,57,64,https://www.albumoftheyear.org/album/142875-mac-demarco-here-comes-the-cowboy.php
"June 8, 2010",Emeralds,Does It Look Like I'm Here?,60,https://www.youtube.com/watch?v=YMyzLX4-Lv4,94,12,LP,Editions Mego,"Progressive Electronic, Ambient, Berlin School, Space Ambient",NA,NA,NA,NA,NA,NA,NA,78,79,https://www.albumoftheyear.org/album/1749-emeralds-does-it-look-like-im-here.php
"August 16, 2019",Blanck Mass,Animated Violence Mild,70,https://youtu.be/CDzYqHFilZU,322,25,LP,Sacred Bones,"Electro-Industrial, Deconstructed Club",NA,blanckmass.co.uk,NA,NA,NA,NA,NA,73,79,https://www.albumoftheyear.org/album/157965-blanck-mass-animated-violence-mild.php
"June 28, 2011",Samiyam,Sam Baker's Album,50,https://www.youtube.com/watch?v=2zmWqxEUYiE,9,9,LP,-,"Wonky, Glitch Hop, Instrumental Hip Hop",NA,NA,NA,NA,NA,NA,NA,56,68,https://www.albumoftheyear.org/album/38730-samiyam-sam-bakers-album.php
"November 4, 2014",Arca,Xen,60,https://www.youtube.com/watch?v=3SA8qhEpSTg,432,20,LP,Mute,"Wonky, Glitch Hop, Electronic, Ambient, IDM",Arca,arca1000000.com,Now You Know [92] (3:58) | Held Apart [94] (1:20) | Xen [97] (3:18) | Sad Bitch [97] (1:55) | Sisters [93] (2:21) | Slit Thru [90] (2:12) | Failed [89] (3:40) | Family Violence [85] (2:13) | Thievery [94] (2:33) | Lonely Thugg [91] (2:56) | Fish [91] (2:07) | Wound [94] (2:09) | Bullet Chained [94] (2:51) | Tongue [90] (2:59) | Promise [91] (2:52),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,15,92.13333333333334,Total Length: 39 minutes,76,80,https://www.albumoftheyear.org/album/20288-arca-xen.php
"July 24, 2020",Spirit Possession,Spirit Possession,70,https://youtu.be/AQzJxUAq7Is,38,1,LP,Profound Lore Records,Black Metal,NA,NA,NA,NA,NA,NA,NA,65,70,https://www.albumoftheyear.org/album/257903-spirit-possession-spirit-possession.php
"July 21, 2017",Nine Inch Nails,Add Violence,60,https://www.youtube.com/watch?v=mFeDwNwEK7k,207,13,EP,The Null Corporation,"Industrial Rock, Electro-Industrial",NA,www.nin.com,NA,NA,NA,NA,NA,72,75,https://www.albumoftheyear.org/album/84989-nine-inch-nails-add-violence.php
"July 12, 2011",The Cool Kids,When Fish Ride Bicycles,40,https://www.youtube.com/watch?v=-jvtyvMWE88,14,14,LP,Green Label Sound,Hip Hop,NA,NA,NA,NA,NA,NA,NA,67,70,https://www.albumoftheyear.org/album/2668-the-cool-kids-when-fish-ride-bicycles.php
"March 6, 2020",U.S. Girls,Heavy Light,50,https://www.youtube.com/watch?v=oH2rxEXcBSA,702,23,LP,4AD,"Art Pop, Psychedelic Pop, Pop Soul",NA,NA,"4 American Dollars [90] (5:42) | Overtime [87] (2:54) | IOU [71] (4:42) | Advice to Teenage Self [48] (0:50) | State House (It's a Man's World) [56] (1:43) | Born to Lose [66] (3:07) | And Yet It Moves / Y Se Mueve [77] (3:36) | The Most Hurtful Thing [48] (1:04) | Denise, Don't Wait [68] (4:20) | Woodstock '99 [63] (992:36) | The Color of Your Childhood Bedroom [48] (0:27) | The Quiver to the Bomb [78] (4:23) | Red Ford Radio [48] (2:05)",NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,13,65.23076923076923,Total Length: 37 minutes,69,80,https://www.albumoftheyear.org/album/207533-us-girls-heavy-light.php
"March 26, 2010",Xasthur,Portal of Sorrow,40,https://www.youtube.com/watch?v=OElyc_yZU54,8,3,LP,NA,Atmospheric Black Metal,NA,NA,NA,NA,NA,NA,NA,53,67,https://www.albumoftheyear.org/album/20931-xasthur-portal-of-sorrow.php
"August 13, 2021",KA,A Martyr's Reward,70,https://www.youtube.com/watch?v=mdGFiek1K70,254,5,LP,Iron Works,"East Coast Hip Hop, Conscious Hip Hop, Abstract Hip Hop","KA, Navy Blue, Preservation",NA,Everybody Up [85] (2:48) | I Need All That [94] (3:51) | Peace Peace Peace [88] (2:53) | Sad to Say [95] (2:13) | P W H [99] (2:16) | I Notice [95] (3:21) | Like Me [98] (4:09) | We Living/Martyr [94] (4:32) | Subtle [87] (2:14) | With All My Heart [84] (2:59) | Enough Praise/Recovering [88] (5:12) | Be Grateful [97] (2:21) | Having Nothin' [96] (2:22),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,13,92.3076923076923,Total Length: 41 minutes,76,82,https://www.albumoftheyear.org/album/401107-ka-a-martyrs-reward.php
"October 20, 2014",Dope Body,Lifer,80,https://www.youtube.com/watch?v=I3tRZOln8KY,33,7,LP,Drag City,"Noise Rock, Post-Hardcore",NA,NA,NA,NA,NA,NA,NA,75,73,https://www.albumoftheyear.org/album/21461-dope-body-lifer.php
"April 17, 2020",Lido Pimienta,Miss Colombia,80,https://www.youtube.com/watch?v=x0GzWxPJQUs,523,8,LP,Anti-,"Art Pop, Latin Electronic, Electronic",NA,NA,NA,NA,NA,NA,NA,76,80,https://www.albumoftheyear.org/album/212747-lido-pimienta-miss-colombia.php
"May 18, 2010",Guilty Simpson,OJ Simpson,60,https://www.youtube.com/watch?v=LEuxWZ_0zwc,16,8,LP,-,"Hip Hop, Experimental Hip Hop, Hardcore Hip Hop",NA,NA,NA,NA,NA,NA,NA,59,65,https://www.albumoftheyear.org/album/39988-guilty-simpson-oj-simpson.php
"February 26, 2021",Danny L Harle,HARLECORE,60,https://www.youtube.com/watch?v=DBrDkDkZEuw,281,10,LP,Mad Decent,"Trance, Electronic Dance Music, Bubblegum Bass, Euro-Trance",NA,NA,Where Are You Now [86] (3:41) | Boing Beat [80] (1:32) | Interlocked [82] (2:46) | Ocean's Theme [77] (3:49) | On a Mountain [91] (3:06) | Piano Song [71] (1:40) | Do You Remember [81] (3:23) | All Night [75] (2:57) | Take My Heart Away [88] (3:05) | For So Long [77] (4:18) | Shining Stars [79] (3:01) | Car Song [74] (1:31) | Ti Amo [78] (2:43),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | MC Spirits,13,79.92307692307692,Total Length: 37 minutes,66,74,https://www.albumoftheyear.org/album/324498-danny-l-harle-harlecore.php
"June 30, 2016",Kemba,Negus,70,https://www.youtube.com/watch?v=vv9_gySpshg,20,1,LP,No Label,"Hip Hop, Conscious Hip Hop",NA,NA,NA,NA,NA,NA,NA,75,70,https://www.albumoftheyear.org/album/61194-kemba-negus.php
"May 26, 2017",Lil Yachty,Teenage Emotions,20,https://www.youtube.com/watch?v=Gjx2OBFrUAE,420,23,LP,"Quality Control Music, Capitol Records, Motown","Hip Hop, Pop Rap, Trap","Diplo, Dawn Golden, Reefer, Lex Luger, The Good Perry, D33J, Keyon Christ, Pi'erre Bourne, Digital Nas, Free School, 30 Roc, WondaGurl, Ricky Racks, TrapMoneyBenny, Earl On The Beat, The Stereotypes, K Swisha",www.lilyachtyofficial.com,NA,NA,NA,NA,NA,35,61,https://www.albumoftheyear.org/album/78020-lil-yachty-teenage-emotions.php
"May 4, 2018",Rae Sremmurd,SR3MM,70,https://www.youtube.com/watch?v=GlToEXQO2yc,366,11,LP,"Eardruma, Interscope","Pop Rap, Trap",NA,NA,NA,NA,NA,NA,NA,58,73,https://www.albumoftheyear.org/album/109239-rae-sremmurd-sr3mm.php
"February 21, 2020",Royce da 5'9'',The Allegory,60,https://www.youtube.com/watch?v=YqLDx2PnOYM,334,9,LP,eOne,"Hip Hop, Conscious Hip Hop",NA,NA,NA,NA,NA,NA,NA,67,76,https://www.albumoftheyear.org/album/209466-royce-da-59-the-allegory.php
"March 19, 2021",Lana Del Rey,Chemtrails Over the Country Club,70,https://youtu.be/One2rMI8chY,2514,36,LP,"Polydor, Interscope","Singer-Songwriter, Folk Pop, Folk, Art Pop, Americana","Lana Del Rey, Jack Antonoff, Rick Nowels",lanadelrey.com,White Dress [88] (5:33) | Chemtrails Over the Country Club [88] (4:31) | Tulsa Jesus Freak [83] (3:35) | Let Me Love You Like a Woman [75] (3:20) | Wild at Heart [83] (4:06) | Dark But Just a Game [85] (3:55) | Not All Who Wander Are Lost [79] (4:07) | Yosemite [78] (5:04) | Breaking Up Slowly [76] (2:57) | Dance Till We Die [78] (4:03) | For Free [75] (4:11),"NA | NA | NA | NA | NA | NA | NA | NA | Nikki Lane | NA | Zella Day, Weyes Blood",11,80.72727272727273,Total Length: 45 minutes,73,80,https://www.albumoftheyear.org/album/173800-lana-del-rey-chemtrails-over-the-country-club.php
"June 15, 2018",Nas,NASIR,60,https://www.youtube.com/watch?v=_LEQYT-ffsM&,1103,19,LP,"Mass Appeal, Def Jam","Hip Hop, Conscious Hip Hop, East Coast Hip Hop","Kanye West, Cashmere Cat, benny blanco, Mike Dean, Dot Da Genius, Andrew Dawson, BoogzDaBeast, Che Pope, Eric Danchick, Evan Mast, Plain Pat",NA,Not For Radio [81] (3:22) | Cops Shot the Kid [75] (2:47) | White Label [70] (2:58) | Bonjour [74] (3:21) | everything [72] (7:32) | Adam and Eve [79] (4:10) | Simple Things [71] (2:19),"Puff Daddy | Kanye West | NA | NA | The-Dream, Kanye West | The-Dream | NA",7,74.57142857142857,Total Length: 26 minutes,64,63,https://www.albumoftheyear.org/album/113829-nas-nasir.php
"December 15, 2017",N.E.R.D,No_One Ever Really Dies,70,https://www.youtube.com/watch?v=LAEe4bj6cLA,507,17,LP,Columbia,Hip Hop,"Pharrell Williams, Chad Hugo, Rhea Dummett, Kuk Harrell, Mike Larson",NA,Lemon [86] (3:39) | Deep Down Body Thurst [90] (4:11) | Voilà [77] (4:20) | 1000 [80] (004:03) | Don't Don't Do It! [94] (4:17) | Esp [83] (5:29) | Lightning Fire Magic Prayer [92] (7:44) | Rollinem 7's [81] (5:09) | Kites [83] (4:50) | Secret Life of Tigers [79] (3:45) | Lifting You [71] (3:42),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | Ed Sheeran,11,83.27272727272727,Total Length: 51 minutes,73,70,https://www.albumoftheyear.org/album/94115-nerd-no-one-ever-really-dies.php
"October 23, 2014",Panda Bear,Mr Noah,60,https://www.youtube.com/watch?v=f7xmVw419fs,59,2,EP,Domino,"Neo-Psychedelia, Psychedelic Pop","Panda Bear, Sonic Boom",NA,NA,NA,NA,NA,NA,73,60,https://www.albumoftheyear.org/album/22162-panda-bear-mr-noah.php
"April 8, 2014",OFF!,Wasted Years,70,https://www.youtube.com/watch?v=I4YvFQPplxQ,36,15,LP,Vice,"Hardcore Punk, Punk Rock",NA,NA,NA,NA,NA,NA,NA,62,68,https://www.albumoftheyear.org/album/12890-off-wasted-years.php
"December 16, 2016",Little Simz,Stillness in Wonderland,50,https://www.youtube.com/watch?v=2cx5XI8cjiA,177,7,LP,Age 101,"UK Hip Hop, Conscious Hip Hop",NA,NA,LMPD [71] (4:03) | Cheshire's Interlude: Welcome To Wonderland [50] (1:02) | Doorways + Trust Issues [71] (4:13) | Her (Interlude) [67] (1:57) | One In Rotation + Wide Awake [77] (3:55) | Shotgun [81] (3:08) | Picture Perfect [68] (3:03) | Cheshire's Interlude: Misled [50] (0:44) | King of Hearts [77] (3:32) | Bad To the Bone [77] (3:15) | Zone 3 [77] (33:42) | Poison Ivy [72] (3:29) | Cheshire's Interlude: Stay [50] (0:41) | Low Tides [71] (4:00) | No More Wonderland [76] (3:37),"Chronixx | NA | NA | NA | SiR | Syd | NA | NA | Chip, Ghetts | Bibi Bourelly | Tilla, Josh Arcé, Chuck20 | Tilla | NA | NA | NA",15,69,Total Length: 44 minutes,71,73,https://www.albumoftheyear.org/album/67111-little-simz-stillness-in-wonderland.php
"March 31, 2015",Death Cab For Cutie,Kintsugi,50,https://www.youtube.com/watch?v=MGJyb8YuUvY,170,32,LP,Atlantic,Indie Rock,NA,www.deathcabforcutie.com,NA,NA,NA,NA,NA,65,66,https://www.albumoftheyear.org/album/26037-death-cab-for-cutie-kintsugi.php
"March 9, 2018",David Byrne,American Utopia,70,https://www.youtube.com/watch?v=Kh2_xvw3LUA,223,34,LP,"Todomundo, Nonesuch",Art Pop,NA,NA,NA,NA,NA,NA,NA,67,71,https://www.albumoftheyear.org/album/99126-david-byrne-american-utopia.php
"June 22, 2010",The Roots,How I Got Over,80,https://www.youtube.com/watch?v=a1HzLIKAQ4A,306,22,LP,Def Jam,"East Coast Hip Hop, Conscious Hip Hop",NA,theroots.com,NA,NA,NA,NA,NA,81,81,https://www.albumoftheyear.org/album/1787-the-roots-how-i-got-over.php
"September 25, 2015",The Underachievers,Evermore: The Art of Duality,80,https://www.youtube.com/watch?v=0YXDSg3PmzY,119,4,LP,RPM MSC,"Hip Hop, Trap, Cloud Rap, East Coast Hip Hop, Conscious Hip Hop",NA,NA,NA,NA,NA,NA,NA,80,74,https://www.albumoftheyear.org/album/39700-the-underachievers-evermore-the-art-of-duality.php
"January 29, 2013",Buke and Gase,General Dome,80,https://www.youtube.com/watch?v=5WPD-GvKG3w,42,12,LP,Brassland,"Indie Rock, Art Pop",NA,NA,NA,NA,NA,NA,NA,71,77,https://www.albumoftheyear.org/album/4320-buke-and-gase-general-dome.php
"May 5, 2015",TORRES,Sprinter,50,https://www.youtube.com/watch?v=fIJvY0sOP7E,262,23,LP,Partisan,"Singer-Songwriter, Indie Rock",NA,torrestorrestorres.com,NA,NA,NA,NA,NA,79,78,https://www.albumoftheyear.org/album/26855-torres-sprinter.php
"August 30, 2019",Tool,Fear Inoculum,40,https://youtu.be/K7xhuqw4DgE,883,27,LP,Volcano,"Progressive Metal, Alternative Metal",NA,NA,Fear Inoculum1 [84] (10:20) | Pneuma1 [93] (11:53) | Litanie contre la Peur [52] (2:14) | Invincible1 [87] (12:44) | Legion Inoculant [52] (3:09) | Descending1 [84] (13:37) | Culling Voices1 [79] (10:05) | Chocolate Chip Trip [71] (4:48) | 7empest1 [92] (15:43) | Mockingbeat [40] (2:05),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,10,73.4,"Total Length: 1 hour, 26 minutes",69,79,https://www.albumoftheyear.org/album/166330-tool-fear-inoculum.php
"August 30, 2011",Hella,Tripper,60,https://www.youtube.com/watch?v=rXgxJk5dBS8,28,11,LP,Sargent House,Math Rock,NA,NA,NA,NA,NA,NA,NA,77,66,https://www.albumoftheyear.org/album/36909-hella-tripper.php
"April 17, 2020",DaBaby,BLAME IT ON BABY,40,https://www.youtube.com/watch?v=I-L_MDmJxU0,934,9,LP,"Interscope, South Coast","Trap, Southern Hip Hop","London On Da Track, StarBoy, jetsonmade, Jasper Harris, Outtatown, Wheezy, Nils, Foreign Teck, SethInTheKitchen, JW Lucas, Lostheproducer, Tom French, Rocco Did It Again!, L.N.K., Mario Petersen, Jae Green, Jayston, MVAbeats, Ghost-Kid Da Produca, DJ Kid",www.blameitonbaby.com,CAN'T STOP [39] (2:48) | PICK UP [42] (1:58) | LIGHTSKIN SHIT [28] (1:51) | TALK ABOUT IT [36] (2:39) | SAD SHIT [21] (3:37) | FIND MY WAY [48] (2:19) | Rockstar [69] (3:01) | JUMP [48] (3:32) | CHAMPION [37] (2:12) | DROP [33] (2:29) | BLAME IT ON BABY [40] (2:05) | NASTY [39] (3:35) | AMAZING GRACE [40] (1:28),"NA | Quavo | Future, jetsonmade | NA | NA | NA | Roddy Ricch | YoungBoy Never Broke Again | NA | A Boogie Wit da Hoodie, London On Da Track | NA | Ashanti, Megan Thee Stallion | NA",13,40,Total Length: 33 minutes,41,58,https://www.albumoftheyear.org/album/232650-dababy-blame-it-on-baby.php
"August 26, 2014",Ty Segall,Manipulator,60,https://www.youtube.com/watch?v=aXou_Y-8fcQ,217,28,LP,Drag City,"Garage Rock, Psychedelic Rock",NA,ty-segall.com,Manipulator [NA] (3:08) | Tall Man Skinny Lady [NA] (4:02) | The Singer [NA] (4:14) | It's Over [NA] (2:59) | Feel [NA] (4:15) | The Faker [NA] (4:07) | The Clock [NA] (2:52) | Green Belly [NA] (2:31) | The Connection Man [NA] (2:17) | Mister Main [NA] (2:46) | The Hand [NA] (4:43) | Susie Thumb [NA] (2:28) | Don't You Want To Know? (Sue) [NA] (2:34) | The Crawler [NA] (2:23) | Who's Producing You? [NA] (2:53) | The Feels [NA] (3:07) | Stick Around [NA] (4:32),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,17,NA,Total Length: 55 minutes,78,81,https://www.albumoftheyear.org/album/16607-ty-segall-manipulator.php
"July 27, 2018",Okonkolo,Cantos,70,https://www.youtube.com/watch?v=UoAAk3tRb-g,15,1,LP,Big Crown,-,NA,NA,NA,NA,NA,NA,NA,77,70,https://www.albumoftheyear.org/album/120993-okonkolo-cantos.php
"March 24, 2015",Liturgy,The Ark Work,70,https://www.youtube.com/watch?v=YGN8GB_mnQU,86,17,LP,Thrill Jockey,"Experimental Rock, Avant-Garde Metal",NA,NA,NA,NA,NA,NA,NA,69,66,https://www.albumoftheyear.org/album/26373-liturgy-the-ark-work.php
"March 31, 2015",Sufjan Stevens,Carrie & Lowell,70,https://www.youtube.com/watch?v=JFGKCtnjrDU,3010,45,LP,Asthmatic Kitty,"Indie Folk, Singer-Songwriter","Sufjan Stevens, Thomas Bartlett",music.sufjan.com,Death with Dignity [97] (3:59) | Should Have Known Better [97] (5:07) | All of Me Wants All of You [93] (3:41) | Drawn to the Blood [91] (3:18) | Eugene [92] (2:26) | Fourth of July [97] (4:39) | The Only Thing [95] (4:44) | Carrie & Lowell [91] (3:14) | John My Beloved [93] (5:04) | No Shade in the Shadow of The Cross [93] (2:40) | Blue Bucket of Gold [94] (4:45),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,11,93.9090909090909,Total Length: 43 minutes,89,91,https://www.albumoftheyear.org/album/26035-sufjan-stevens-carrie-lowell.php
"September 24, 2021",Sufjan Stevens & Angelo De Augustine,A Beginner’s Mind,80,https://www.youtube.com/watch?v=bO4nntxCsz4,1321,20,LP,Asthmatic Kitty,"Indie Folk, Singer-Songwriter, Chamber Folk, Contemporary Folk","Sufjan Stevens, Angelo De Augustine",NA,Reach Out [87] (3:43) | Lady Macbeth In Chains [84] (3:42) | Back To Oz [91] (4:12) | The Pillar of Souls [82] (3:10) | You Give Death a Bad Name [82] (4:07) | Beginner’s Mind [79] (2:15) | Olympus [89] (3:07) | Murder and Crime [85] (3:30) | (This Is) The Thing [83] (2:48) | It’s Your Own Body and Mind [82] (2:27) | Lost In the World [80] (3:10) | Fictional California [84] (2:50) | Cimmerian Shade [87] (4:19) | Lacrimae [84] (2:07),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,14,84.21428571428571,Total Length: 45 minutes,81,79,https://www.albumoftheyear.org/album/388011-sufjan-stevens-angelo-de-augustine-a-beginners-mind.php
"January 17, 2012",Heems,Nehru Jackets,80,https://www.youtube.com/watch?v=dHOHrx-p9sc,14,5,Mixtape,Self-Released,Hip Hop,NA,NA,NA,NA,NA,NA,NA,75,70,https://www.albumoftheyear.org/album/3374-heems-nehru-jackets.php
